,income_level,sex,age,town,occupation,height,1sibling,2home,3educ,4travel,5credit,6cr sum,7card,8pastime,9changes,10daily travel,11travel mode,12conscious,13accounts,14sum,15mobile,16mobtime,17car,18internet,19sport,20vegan,21civil,22polit,23ill,24medicine,25doctor,26covid,27advert,28culture,29food,30children,31rooms,32valuables,33cloths,34jewels,35smoke,36alcohol,37music,38face,39twitter,40online1,41online2,42TV,43refurb,44move,45travdest
481,0,male,51,Budakeszi,asztalos ,166,3,0,2,1,1,1,1,2,3,2,4,0,1,174552,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,3,4,1408,3,0,1,2,2,0,0,1,0,0,1,1,4
482,0,male,65,Nagybajcs,Lakatos ,173,3,0,3,0,1,2,1,1,2,1,1,0,0,2669603,1,0,1,0,1,0,0,1,0,0,5,0,0,1,0,3,3,32824,3,3,1,3,1,1,0,1,2,0,1,0,1
483,1,male,50,Nagykanizsa,Szakorvos ,170,4,0,2,1,1,1,1,1,3,2,0,0,1,2905639,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2,0,0,806,0,3,1,1,1,1,0,2,0,1,0,1,3
484,1,male,42,Nagykanizsa,Szakorvos ,176,2,2,1,1,1,1,1,2,2,3,4,0,1,0,1,0,0,0,1,0,0,1,1,0,5,1,0,4,2,0,4,74,2,1,1,3,2,1,1,2,0,0,1,0,1
485,0,male,42,Budakeszi,Lakatos ,182,4,0,3,0,1,1,1,1,0,8,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,4,2,0,3,203,2,1,1,3,1,1,0,1,0,0,1,0,1
486,1,male,61,Budakeszi,Lakatos ,163,4,0,3,1,1,1,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,3,0,3,0,1,1,0,1,0,1,2,0,1,1,1
487,0,male,26,Nagybajcs,asztalos ,164,3,0,3,1,1,1,1,5,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,4,2,0,4,21,3,0,0,3,2,0,0,0,0,0,0,0,1
488,1,female,44,Budakeszi,Lakatos ,169,3,0,3,1,1,1,1,2,2,2,0,0,0,1692562,0,0,0,0,1,0,0,1,0,0,3,1,1,0,0,0,4,861,2,3,1,1,1,1,1,2,0,0,1,0,1
489,0,female,62,Budakeszi,asztalos ,165,0,0,0,1,1,0,1,1,3,2,0,0,0,469178,0,0,1,0,1,0,1,1,1,0,1,1,0,4,0,0,0,0,2,1,1,1,2,1,0,2,0,0,0,0,3
490,0,female,65,Nagykanizsa,Lakatos ,182,0,2,4,1,1,2,0,6,2,1,1,0,0,1597685,0,0,0,0,0,0,1,0,1,0,3,2,0,3,0,0,4,5950,2,1,0,1,2,0,1,1,2,2,0,1,1
491,1,female,63,Nagykanizsa,Szakorvos ,163,4,2,2,1,1,1,1,7,2,2,4,0,1,2533464,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,1370,2,1,1,2,2,0,0,1,0,0,0,1,3
492,0,female,50,Budakeszi,Szakorvos ,163,2,0,4,1,1,1,1,1,0,2,0,0,0,1081064,1,0,0,0,1,1,0,1,1,0,5,2,0,0,2,0,3,0,3,1,1,3,2,1,1,2,0,0,0,1,1
493,1,male,52,Budakeszi,Lakatos ,170,3,0,1,0,1,1,0,1,2,0,0,0,1,334099,0,0,0,0,1,1,0,0,1,0,1,2,0,3,2,0,4,0,3,1,1,1,2,1,1,1,0,1,1,1,3
494,1,male,50,Nagykanizsa,asztalos ,168,4,0,2,1,1,1,1,2,3,3,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,3,3,1,2,3,1,0,2,2,0,1,1,3
495,0,male,61,Nagybajcs,asztalos ,176,0,0,2,0,1,1,1,1,3,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,2,1,4,0,2,0,1,1,1,1,1,1,0,1,1,1,1
496,1,male,52,Nagykanizsa,Lakatos ,173,3,0,4,1,1,1,1,1,2,2,4,0,1,347068,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,2069,2,0,1,1,2,1,1,1,0,0,1,0,1
497,1,female,51,Budakeszi,Lakatos ,162,0,0,3,1,1,1,1,1,2,2,1,0,0,1422338,1,0,0,0,0,0,1,0,1,0,2,1,0,1,2,0,0,613,3,0,1,3,0,1,0,0,2,0,1,1,3
498,1,male,65,Budakeszi,Lakatos ,160,4,0,4,1,1,2,1,3,3,3,3,0,0,0,1,0,1,0,1,0,0,1,0,0,2,3,0,1,0,0,3,198,3,1,1,1,1,0,1,2,2,1,0,0,4
499,0,male,31,Nagykanizsa,Lakatos ,194,4,0,3,0,1,1,1,2,1,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,5,1,0,4,0,0,3,0,2,3,0,1,2,0,0,0,0,0,0,0,2
500,1,male,49,Budakeszi,Szakorvos ,162,3,0,3,1,1,1,1,3,2,1,4,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,3,2,0,4,288,3,3,1,3,2,1,1,0,0,0,1,0,0
501,0,male,52,Nagybajcs,asztalos ,183,1,2,3,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,5,3,0,1,0,0,0,0,1,2,1,1,2,0,0,0,2,0,0,1,0
502,0,female,39,Nagybajcs,Lakatos ,174,3,0,3,1,1,1,1,2,2,0,1,0,1,2432057,1,0,0,0,1,0,0,1,1,0,2,1,0,1,2,0,4,108,3,1,1,1,2,0,0,0,1,1,1,1,1
503,1,female,55,Nagykanizsa,Szakorvos ,201,0,0,3,0,1,1,1,9,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5,2,0,3,0,0,0,0,2,0,1,1,2,0,0,1,0,0,1,0,1
504,0,male,61,Budakeszi,asztalos ,166,1,1,3,0,1,2,1,1,2,3,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,4,0,623,3,1,1,1,2,0,1,0,1,2,1,0,0
505,1,female,27,Budakeszi,Lakatos ,175,4,0,3,1,1,1,1,1,2,1,1,0,0,762493,1,0,1,0,1,0,0,1,1,1,1,1,0,1,2,0,3,0,3,3,1,3,2,0,0,2,2,0,1,0,1
506,1,male,56,Nagykanizsa,Lakatos ,194,4,0,3,1,1,2,1,1,2,12,1,0,0,450111,1,0,0,0,0,0,1,1,1,0,2,2,0,1,0,0,4,0,2,0,1,1,1,0,0,2,0,0,1,1,1
507,0,male,44,Nagykanizsa,Szakorvos ,169,2,0,3,1,1,1,1,2,0,5,4,0,1,2148452,0,0,1,0,1,0,0,1,1,0,3,0,0,1,0,3,3,10266,3,0,1,3,1,0,1,1,1,1,1,0,1
508,1,male,33,Budakeszi,asztalos ,159,0,0,3,1,1,1,1,5,3,1,4,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0,0,3,0,0,4,6007,2,3,1,1,2,1,1,1,0,0,0,1,3
509,0,male,61,Nagykanizsa,Lakatos ,164,3,0,2,0,1,1,1,1,0,6,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,2,0,0,2,0,3,0,3,1,1,1,1,0,0,1,0,1,0,0,1
510,1,male,36,Nagykanizsa,asztalos ,165,4,0,2,1,1,1,1,1,2,2,0,0,0,2166913,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,2,0,1,3,0,1,0,1,1,0,0,0,1
511,0,male,65,Budakeszi,asztalos ,185,3,0,3,1,1,1,1,2,2,2,3,0,1,0,1,0,1,0,1,1,0,1,1,0,1,3,0,1,0,3,0,0,2,1,0,3,2,1,0,1,2,1,1,1,0
512,1,male,58,Budakeszi,Lakatos ,187,2,2,1,1,1,1,1,2,1,1,3,0,1,0,1,0,0,0,1,1,1,1,1,0,3,1,0,1,0,0,4,0,3,2,1,3,2,1,0,1,0,1,0,1,3
513,1,male,28,Budakeszi,Lakatos ,170,2,0,1,0,1,2,1,2,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,1,5,1,0,1,0,0,4,0,2,1,1,1,1,1,1,2,2,0,1,0,1
514,1,male,40,Nagykanizsa,Szakorvos ,173,0,2,3,1,1,1,1,2,3,6,1,0,1,0,1,0,1,0,0,1,1,0,1,0,5,1,0,0,1,1,4,1027,1,1,1,2,2,0,1,0,0,0,1,0,4
515,1,male,34,Budakeszi,asztalos ,164,4,1,4,0,1,2,1,8,2,2,3,0,0,0,0,0,0,1,1,1,0,1,1,0,5,1,0,0,2,0,0,0,1,0,1,1,2,1,1,2,0,0,0,1,1
516,1,male,61,Nagykanizsa,asztalos ,176,3,2,3,0,1,1,1,1,2,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,2,0,1,1060,1,0,1,3,2,1,1,1,0,0,1,0,1
517,0,male,42,Budakeszi,asztalos ,177,3,0,3,1,1,1,1,2,2,2,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0,1,0,0,4,0,2,0,1,3,1,1,1,1,0,0,0,0,1
518,1,female,60,Nagykanizsa,Lakatos ,162,3,0,3,1,1,2,1,2,2,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,2,1,1,0,0,0,775,2,2,1,1,2,0,1,1,2,1,0,0,3
519,0,male,49,Budakeszi,Szakorvos ,161,4,0,4,1,1,1,1,1,2,23,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,1,4,2,0,0,736,3,2,1,0,2,1,0,1,2,0,1,0,3
520,1,male,29,Budakeszi,Szakorvos ,165,4,0,3,0,0,1,1,1,3,3,0,0,0,2091527,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,2,0,0,3,1,1,1,2,0,0,2,0,1,1,1,2
521,0,male,55,Nagykanizsa,asztalos ,177,4,2,1,1,1,1,1,2,0,5,1,0,0,581887,1,0,0,0,1,1,1,1,0,0,3,1,0,0,4,2,3,0,2,1,1,1,2,0,0,1,1,0,1,1,1
522,1,female,25,Nagykanizsa,Lakatos ,154,4,0,4,1,1,1,1,3,2,10,1,0,1,0,1,0,0,0,1,0,1,1,0,1,3,1,1,1,0,0,4,30212,2,1,1,1,2,0,0,1,0,1,1,0,1
523,1,male,54,Nagykanizsa,Lakatos ,166,2,0,1,1,1,1,1,2,0,0,0,0,1,1617515,1,0,0,0,1,1,0,0,1,0,5,0,0,1,0,0,1,946,0,3,1,1,2,1,1,1,2,1,1,0,2
524,1,male,43,Nagybajcs,Szakorvos ,186,4,0,3,1,1,1,1,2,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,1,1,229,1,0,1,1,2,1,0,0,2,1,0,0,0
525,0,male,51,Budakeszi,asztalos ,156,4,0,1,1,0,1,1,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,4,2,0,0,1562,2,1,0,3,2,0,0,2,0,0,0,0,0
526,1,male,38,Budakeszi,asztalos ,160,4,0,1,0,1,1,1,2,0,2,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,4,0,2,3,1,3,0,0,0,2,0,1,0,0,1
527,0,male,37,Nagykanizsa,Lakatos ,179,4,0,3,1,1,1,1,0,2,0,0,0,1,603359,1,0,0,0,1,1,1,1,1,0,1,1,0,2,0,0,3,647,2,0,1,1,1,1,0,2,2,0,0,1,2
528,0,male,58,Budakeszi,Szakorvos ,166,2,1,4,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,1,2,0,3,0,2,1,1,2,2,0,0,0,2,0,1,0,1
529,1,female,25,Nagybajcs,Lakatos ,169,3,0,2,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,3,0,1,3,1,3,1,1,0,1,0,0,1,0,1
530,1,female,64,Budakeszi,Lakatos ,168,3,0,2,1,1,1,1,2,2,2,4,0,1,185115,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,0,1,0,2,3,0,2,2,0,0,0,0,1,1,0,0
531,0,male,44,Nagybajcs,Szakorvos ,157,4,0,3,1,1,2,0,1,2,3,0,0,1,438506,1,0,0,0,1,0,0,1,0,0,1,1,0,4,1,3,4,20798,2,0,1,2,0,0,0,1,0,1,1,1,2
532,1,male,25,Budakeszi,Szakorvos ,176,4,0,3,0,1,1,1,2,0,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,2,0,1,0,0,3,0,3,3,1,3,1,1,1,1,0,0,1,0,2
533,1,male,64,Budakeszi,Szakorvos ,175,3,0,2,1,1,1,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,4,1977,0,3,1,1,1,0,0,1,0,1,1,0,1
534,0,male,54,Budakeszi,Szakorvos ,198,4,2,1,1,1,2,1,2,2,2,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2,1,0,1,2,0,4,0,2,3,1,0,0,1,1,1,2,0,1,0,1
535,0,female,25,Nagybajcs,Lakatos ,171,0,0,1,1,1,1,1,1,3,15,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,4,2,0,0,1233,2,0,1,1,2,1,1,2,0,0,0,0,0
536,0,male,29,Nagykanizsa,Szakorvos ,155,0,2,3,1,1,2,1,5,2,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,2,0,1,0,0,0,6479,2,1,1,1,1,0,1,0,2,1,0,0,3
537,0,male,28,Budakeszi,Szakorvos ,171,3,0,3,0,1,1,1,2,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,2,0,4,9682,2,1,1,3,2,1,1,1,0,0,0,0,2
538,1,male,35,Nagykanizsa,asztalos ,167,4,0,3,1,1,2,1,1,2,1,4,0,1,2504996,1,0,0,0,1,0,1,1,1,0,1,3,0,3,0,0,1,0,3,1,1,3,2,0,0,0,1,0,1,0,3
539,1,female,59,Nagykanizsa,Szakorvos ,194,1,0,0,1,1,1,1,1,0,1,0,0,1,2428890,1,1,0,1,1,1,0,1,1,0,5,2,0,0,0,0,0,802,2,3,1,3,1,1,1,2,0,1,1,1,0
540,0,male,63,Nagykanizsa,asztalos ,158,3,0,4,1,0,2,1,3,0,3,0,0,0,149117,1,0,0,0,1,1,1,1,0,0,1,1,0,1,2,0,1,33,1,3,1,3,3,1,0,1,1,0,1,0,4
541,0,male,63,Nagykanizsa,asztalos ,176,1,0,4,0,1,1,1,1,2,0,0,0,0,1025750,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,3,0,2,0,1,3,1,0,1,1,0,1,1,0,1
542,0,male,32,Budakeszi,Szakorvos ,167,4,0,3,1,1,1,1,1,3,2,0,0,0,1879604,1,0,1,0,1,1,0,0,1,0,1,1,0,1,2,0,0,0,2,0,1,2,1,1,0,1,0,1,0,1,1
543,0,female,25,Nagykanizsa,Szakorvos ,177,4,2,3,1,1,1,1,1,2,4,1,0,0,90403,0,0,1,0,1,0,0,1,1,0,1,2,0,4,2,0,1,998,2,0,1,1,2,0,1,0,0,0,1,0,2
544,1,male,43,Budakeszi,Szakorvos ,166,3,0,1,1,1,1,1,4,2,2,1,0,1,0,1,0,1,1,0,0,0,1,0,1,2,1,0,0,0,2,4,0,2,1,1,1,1,1,1,1,0,1,1,0,1
545,1,female,52,Nagybajcs,Lakatos ,165,0,0,3,0,1,1,1,1,3,4,4,0,1,0,1,1,0,0,1,1,0,0,1,0,4,1,0,1,2,3,1,914,2,1,1,2,3,0,0,0,1,1,1,0,2
546,1,male,62,Nagykanizsa,Szakorvos ,164,4,0,3,0,1,1,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,4,246,2,1,1,1,2,0,0,1,2,1,1,0,1
547,0,male,44,Budakeszi,Szakorvos ,174,3,2,3,1,1,0,0,1,0,14,1,0,1,177580,1,0,1,0,0,1,0,0,1,0,4,1,0,1,0,0,0,0,1,3,1,1,2,1,0,2,0,0,1,0,3
548,1,male,54,Nagykanizsa,Lakatos ,167,3,0,1,0,1,1,1,1,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,3,1,0,1,0,0,1,1249,1,3,1,1,0,1,1,1,2,0,1,0,2
549,1,male,29,Nagybajcs,Lakatos ,159,4,0,3,0,1,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,4,1,0,1,0,1,4,164,3,2,1,3,2,0,1,1,0,0,0,0,4
550,1,male,54,Budakeszi,asztalos ,170,3,0,3,1,1,1,0,1,0,6,1,0,1,1238563,0,0,1,0,1,1,0,1,1,1,5,1,0,0,0,0,3,9713,2,1,1,0,0,0,0,1,0,0,0,0,1
551,0,male,46,Budakeszi,asztalos ,166,4,0,3,1,1,1,0,1,2,8,0,0,0,831463,1,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,3,1313,2,3,1,3,2,0,1,1,0,1,0,0,1
552,1,female,41,Budakeszi,Szakorvos ,168,4,0,3,1,1,2,1,2,3,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,848,3,1,1,2,2,1,0,0,0,1,0,0,0
553,1,male,63,Nagykanizsa,Lakatos ,195,4,0,3,0,0,1,1,1,2,2,0,0,0,1528928,0,1,1,0,1,0,0,0,1,0,1,1,0,1,2,2,4,0,1,1,1,3,2,0,1,1,0,0,1,1,1
554,0,male,38,Budakeszi,Szakorvos ,170,4,0,4,1,1,1,1,0,2,6,1,0,1,336329,1,0,0,0,1,1,1,1,0,0,1,1,1,0,3,1,3,35737,3,0,1,1,2,0,1,2,2,1,1,1,3
555,1,male,51,Nagykanizsa,asztalos ,169,4,0,1,1,1,1,1,2,2,2,1,0,1,0,1,0,0,0,1,0,1,0,1,1,5,1,0,0,0,0,2,1701,3,3,1,1,2,1,0,1,2,1,0,0,1
556,1,female,52,Budakeszi,Szakorvos ,171,1,0,4,0,1,1,1,2,0,2,0,0,1,2578341,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,1700,2,1,1,3,0,1,0,0,0,0,1,0,2
557,0,male,44,Nagykanizsa,Lakatos ,169,0,1,3,1,1,1,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,3,1807,3,3,1,1,1,0,0,0,2,1,1,1,1
558,1,male,39,Nagykanizsa,Lakatos ,174,4,0,1,1,1,1,1,1,0,6,1,0,0,2459450,1,0,1,1,0,0,0,1,1,0,5,1,0,4,2,1,1,1331,2,1,1,3,0,1,1,1,2,1,0,0,1
559,0,male,26,Nagybajcs,Lakatos ,170,0,0,3,1,1,1,1,2,2,7,0,0,1,487979,0,0,0,0,1,1,1,1,1,0,1,1,0,1,2,1,0,488,3,3,1,1,2,0,0,1,0,1,1,1,2
560,1,female,36,Nagykanizsa,asztalos ,174,4,0,4,0,1,1,1,1,2,6,1,0,1,1880066,1,0,0,0,0,1,0,1,1,0,5,2,0,3,2,0,0,911,3,3,1,2,1,0,1,1,0,0,0,0,3
561,0,male,27,Nagykanizsa,asztalos ,172,4,0,3,0,1,1,1,3,2,4,2,0,0,1349644,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,3,3,0,1,3,1,3,2,0,0,0,2,0,1,0,1
562,1,male,30,Budakeszi,Lakatos ,178,3,1,3,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,2,4,28,0,1,1,1,2,1,0,1,2,0,0,1,0
563,1,male,47,Nagykanizsa,Lakatos ,170,3,0,1,1,1,1,1,4,2,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,4,2,1,0,1058,1,3,1,1,2,0,0,0,0,1,1,0,1
564,0,male,25,Budakeszi,Szakorvos ,164,0,2,3,0,1,1,0,6,0,3,0,0,0,2184657,1,0,1,0,1,1,1,0,1,0,2,2,0,1,0,0,4,39179,1,1,1,3,2,1,0,0,0,1,1,1,1
565,0,male,28,Budakeszi,Szakorvos ,169,3,0,3,1,1,2,1,2,2,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,4,0,0,1,2,0,0,395,0,2,1,2,2,1,0,2,2,1,1,0,3
566,1,male,64,Nagykanizsa,Lakatos ,184,4,0,3,1,1,1,0,5,2,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1155,2,1,1,3,0,1,0,2,0,1,1,1,4
567,1,male,65,Nagykanizsa,Lakatos ,175,3,0,1,1,1,1,1,1,2,0,0,0,1,543496,1,0,0,0,1,1,0,0,1,0,0,2,0,1,1,0,1,760,2,1,1,1,2,1,0,0,0,0,1,0,1
568,0,male,48,Nagybajcs,Lakatos ,166,4,0,1,1,1,1,1,2,2,4,4,0,1,488809,0,0,1,0,1,0,1,1,1,1,1,1,0,3,2,0,4,0,2,1,1,3,3,1,0,1,0,0,1,1,2
569,1,male,61,Budakeszi,Szakorvos ,165,0,0,2,1,1,0,1,1,2,1,0,0,0,2225068,0,0,1,0,0,1,0,1,1,1,1,2,0,1,0,3,0,0,2,2,1,1,1,1,0,1,2,0,1,1,2
570,1,male,28,Nagykanizsa,Szakorvos ,167,0,0,3,1,1,2,1,2,2,0,0,0,0,1401503,0,0,1,0,1,0,0,0,1,0,5,1,0,1,0,0,0,691,2,0,1,1,2,0,0,1,2,1,1,0,0
571,1,male,31,Budakeszi,asztalos ,166,0,0,2,1,1,1,1,1,2,2,0,0,0,1232654,1,0,0,0,1,1,0,1,1,1,3,1,0,1,0,0,3,1408,1,0,1,3,2,0,0,1,0,1,0,0,2
572,1,male,50,Budakeszi,asztalos ,160,0,0,3,1,1,1,1,2,0,2,4,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,1,0,3,0,604,2,3,1,2,2,1,1,1,0,0,1,1,1
573,1,male,63,Nagykanizsa,Lakatos ,170,3,0,2,1,1,1,1,11,2,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,5,1,0,1,0,1,3,1271,2,3,1,2,1,0,0,0,2,1,1,1,1
574,1,male,53,Budakeszi,Lakatos ,177,0,2,1,1,1,1,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1775,3,3,1,0,2,0,0,0,2,0,1,0,4
575,1,male,49,Nagykanizsa,Szakorvos ,161,0,2,1,1,1,2,1,6,2,2,0,0,1,1326992,1,1,0,1,0,0,0,1,0,1,1,1,0,4,0,0,4,0,2,1,1,2,1,1,1,2,1,0,1,0,0
576,0,male,43,Nagykanizsa,asztalos ,150,3,0,4,0,1,1,1,1,2,2,0,0,0,998754,1,0,1,0,1,0,0,1,1,0,5,1,0,1,2,1,0,1505,2,3,1,1,1,1,1,1,0,0,1,1,1
577,0,male,49,Nagykanizsa,Lakatos ,156,0,0,3,1,1,2,1,2,2,6,0,0,1,1322149,1,0,0,0,1,1,1,1,1,1,1,1,0,1,2,1,3,1871,3,1,1,0,2,0,0,2,1,1,1,1,1
578,1,male,55,Budakeszi,Szakorvos ,158,3,0,3,1,1,1,1,3,3,1,1,0,1,181041,0,0,0,0,1,1,1,0,1,1,1,1,0,4,2,0,4,0,1,3,1,1,2,1,0,0,0,0,0,0,1
579,1,male,28,Budakeszi,asztalos ,164,2,2,2,1,1,1,1,9,2,2,1,0,0,0,1,0,0,0,1,0,1,1,1,0,3,1,1,0,0,0,4,941,2,1,1,0,0,1,1,2,2,0,0,0,3
580,1,male,30,Nagykanizsa,Lakatos ,171,2,0,4,1,1,1,1,1,3,1,0,0,0,581281,1,1,0,0,1,0,0,1,1,0,1,2,0,1,0,0,3,206,3,3,1,2,2,1,0,1,0,1,1,0,1
581,0,female,29,Budakeszi,asztalos ,186,3,0,4,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,3,0,1,1,1,1,2,1,0,2,0,1,1,0,1
582,1,female,55,Nagykanizsa,asztalos ,165,3,0,3,1,1,1,1,3,2,2,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,2,0,4,2,0,3,0,2,1,1,2,0,0,1,2,2,0,1,0,4
583,1,male,40,Nagykanizsa,Lakatos ,177,4,0,3,1,1,1,1,2,2,3,1,0,1,0,1,0,1,0,1,0,0,1,1,1,5,1,1,1,3,4,1,830,1,1,1,3,1,1,0,1,2,0,1,1,1
584,1,female,64,Nagykanizsa,Szakorvos ,164,1,0,4,1,1,1,1,4,3,2,4,0,1,1373092,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,1,3,2,1,1,2,0,0,1,1,1
585,1,male,61,Nagykanizsa,Szakorvos ,169,3,2,3,1,1,1,1,1,2,17,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,2,4,1084,2,0,1,0,0,1,0,1,0,1,0,1,1
586,0,male,42,Budakeszi,Szakorvos ,164,4,0,2,1,1,1,1,4,3,1,0,0,1,1655157,1,1,1,0,1,1,0,1,1,1,3,1,0,0,2,0,0,462,2,1,1,3,0,1,1,2,0,1,0,0,1
587,1,female,44,Budakeszi,Szakorvos ,184,4,1,3,1,1,1,1,1,0,1,2,0,1,1533387,1,0,1,0,1,1,1,0,0,0,3,1,0,1,2,1,3,0,2,1,0,1,1,0,1,1,2,1,0,1,2
588,1,male,63,Budakeszi,Lakatos ,183,4,0,4,1,1,2,1,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1364,3,0,1,1,2,0,0,1,0,1,1,0,0
589,1,male,42,Budakeszi,Szakorvos ,169,4,0,4,1,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2,1,1,1,2,1,0,2,0,1,0,1,3
590,0,male,58,Budakeszi,Szakorvos ,188,3,0,4,1,1,1,1,2,3,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,0,1,2,0,0,1386,3,3,1,1,2,0,0,2,2,0,1,0,1
591,0,male,30,Nagykanizsa,asztalos ,169,0,0,3,1,1,1,1,3,2,3,1,0,1,0,1,0,1,0,0,1,1,0,1,1,3,1,0,4,3,1,0,0,2,0,1,2,1,1,0,2,0,1,0,0,3
592,1,male,65,Nagybajcs,Szakorvos ,192,1,0,4,0,1,1,1,0,3,6,1,0,1,2689857,1,0,0,0,0,0,1,1,0,0,0,1,1,3,2,0,0,0,2,0,1,1,0,1,0,1,2,1,1,0,2
593,1,female,59,Budakeszi,Szakorvos ,161,4,0,3,0,1,1,1,1,2,16,1,0,1,0,1,0,1,0,1,1,0,1,1,1,3,1,0,1,0,0,3,0,2,1,0,1,1,0,1,1,2,0,1,0,1
594,1,female,48,Nagybajcs,Szakorvos ,173,3,2,4,1,1,1,1,3,2,2,1,0,0,0,1,0,0,0,1,0,1,1,1,0,3,2,0,0,4,0,3,783,3,1,1,3,2,0,0,0,0,0,1,0,1
595,1,female,35,Budakeszi,Lakatos ,191,3,0,4,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,4,0,0,0,959,3,0,1,3,1,0,1,2,0,0,1,0,1
596,0,male,28,Nagykanizsa,asztalos ,167,2,0,4,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,6424,3,3,0,1,2,1,0,1,2,1,0,1,0
597,1,male,64,Nagykanizsa,Lakatos ,189,4,0,4,0,1,1,1,1,2,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,3,2,2,1,938,2,1,1,1,2,1,0,2,0,0,0,1,1
598,0,male,60,Budakeszi,asztalos ,181,4,0,3,1,1,1,1,1,3,1,0,0,0,1781393,1,0,0,0,1,1,0,0,1,0,0,1,0,4,3,0,1,0,2,2,1,3,0,0,0,1,0,0,1,1,2
